#           x           U_x           U_y           U_z
     0.180025      0.103657    -0.0114488  -1.93037e-19
     0.180388      0.119139    -0.0129866  -2.80042e-19
     0.180751      0.119139    -0.0129866  -2.80042e-19
     0.181114      0.119139    -0.0129866  -2.80042e-19
     0.181477      0.103455    -0.0107529   -1.5802e-19
      0.18184      0.108192   -0.00996005  -1.55555e-20
     0.182203      0.144046     -0.012656             0
     0.182566      0.144046     -0.012656             0
     0.182929      0.144046     -0.012656             0
     0.183292      0.136279    -0.0118819   4.02935e-21
     0.183655      0.103648   -0.00844384   3.97722e-20
     0.184018      0.165679    -0.0121446   2.58248e-19
      0.18438      0.168944    -0.0123394   2.69745e-19
     0.184743      0.168944    -0.0123394   2.69745e-19
     0.185106      0.168944    -0.0123394   2.69745e-19
     0.185469       0.12758   -0.00922008   9.20923e-20
     0.185832      0.161138    -0.0104354   9.36298e-21
     0.186195      0.193826    -0.0120322             0
     0.186558      0.193826    -0.0120322             0
     0.186921      0.193826    -0.0120322             0
     0.187284      0.169761    -0.0105916             0
     0.187647      0.145165   -0.00872228             0
      0.18801      0.218677    -0.0117282             0
     0.188373      0.218677    -0.0117282             0
     0.188736      0.218677    -0.0117282             0
     0.189099      0.218677    -0.0117282             0
     0.189462      0.152397   -0.00847517   1.69034e-20
     0.189825      0.208618    -0.0102072   6.82133e-21
     0.190188      0.243468    -0.0114189             0
     0.190551      0.243468    -0.0114189             0
     0.190914      0.243468    -0.0114189             0
     0.191277      0.208892   -0.00999455  -1.22501e-23
      0.19164      0.176296   -0.00834709  -2.57785e-23
     0.192003      0.268139    -0.0110901             0
     0.192365      0.268139    -0.0110901             0
     0.192728      0.268139    -0.0110901             0
     0.193091      0.268139    -0.0110901             0
     0.193454      0.188462   -0.00828463  -1.58598e-20
     0.193817      0.239942   -0.00935867  -8.52058e-21
      0.19418      0.292604    -0.0107146             0
     0.194543      0.292604    -0.0107146             0
     0.194906      0.292604    -0.0107146             0
     0.195269      0.263726   -0.00983298             0
     0.195632      0.186679   -0.00737555             0
     0.195995      0.305834    -0.0100078             0
     0.196358      0.316594    -0.0102455             0
     0.196721      0.316594    -0.0102455             0
     0.197084      0.316594    -0.0102455             0
     0.197447      0.245227   -0.00832318             0
      0.19781      0.244754   -0.00780376             0
     0.198173      0.339977   -0.00954352             0
     0.198536      0.339977   -0.00954352             0
